Province_State,Country_Region,Lat,Long_
Indiana,US,40.7457653,-84.93671406
Indiana,US,40.72934187,-85.22132966
Indiana,US,39.63684962,-85.17797541
Indiana,US,38.99588883,-85.62710784
Indiana,US,39.8633444,-85.01044989
Indiana,US,39.31145587,-86.83900724
Indiana,US,38.02658833,-87.58763124
Indiana,US,39.52305623,-85.79158570000001
Indiana,US,38.68672078,-85.74627859
Indiana,US,39.03630547,-86.96223202
Indiana,US,39.16130004,-86.52414358
Indiana,US,40.76940965,-86.04525048
Indiana,US,40.31123252,-86.05234925
Indiana,US,39.66437981,-86.84517605
Indiana,US,39.47899078,-86.44573375
Indiana,US,39.10235626,-85.26212744
Indiana,US,38.60219804,-86.1049363
Indiana,US,38.36597551,-86.87924170000002
South Carolina,US,34.33988254,-80.58763164
South Carolina,US,34.01791263,-80.90267209
South Carolina,US,34.89502264,-82.37295012
South Carolina,US,32.39226291,-80.72619758
South Carolina,US,32.82487866,-79.96512315
South Carolina,US,33.89665987,-81.27146426
South Carolina,US,33.9212828,-78.99555293
South Carolina,US,34.51828081,-82.63959517
South Carolina,US,34.68270843,-80.70513032
South Carolina,US,34.33358335,-79.96027485
South Carolina,US,34.97281497,-81.18085944
South Carolina,US,33.91826534,-80.37942316
South Carolina,US,33.4391073,-80.79886287
South Carolina,US,34.15272415,-82.12715789
South Carolina,US,34.92960077,-81.99225984
South Carolina,US,33.20222596,-79.94654523
South Carolina,US,34.39287073,-81.1195624
South Carolina,US,33.66926881,-80.77722168
South Carolina,US,33.0794369,-80.40502652
South Carolina,US,34.16393091,-80.25690731
South Carolina,US,34.22333378,-82.46170658
South Carolina,US,34.00795823,-81.72713237
South Carolina,US,33.54338026,-81.63645384
South Carolina,US,33.66610974,-80.21647898
South Carolina,US,34.02361754,-79.70189312
South Carolina,US,34.88807695,-82.72791551
South Carolina,US,32.87582989,-80.67641292
South Carolina,US,34.39007791,-79.37741872
South Carolina,US,33.77221995,-81.96231108
South Carolina,US,34.59905577,-79.67561152
South Carolina,US,34.28629098,-81.59935761
South Carolina,US,32.77419582,-81.13845571
South Carolina,US,32.43171982,-81.02487495
Nevada,US,36.21458855,-115.0130241
Nevada,US,0.0,0.0
Nevada,US,40.66562265,-119.6631594
Nevada,US,39.15509045,-119.7480219
Nevada,US,41.14531606,-115.3577619
Utah,US,40.66616532,-111.9216011
Utah,US,40.86688146,-110.9535882
Utah,US,40.99001837,-112.1139997
Utah,US,40.33110236,-111.1691419
Utah,US,40.1166722,-111.6657662
Utah,US,40.44862644,-113.1295715
Utah,US,41.72330587,-111.7443667
Utah,US,41.52106798,-113.0832816
Minnesota,US,45.00761521,-93.47694895
Minnesota,US,45.01625271,-93.09872295
Minnesota,US,44.00374114,-92.40209944
Minnesota,US,44.67172617,-93.06299363
Minnesota,US,43.67429718,-94.55099908
Minnesota,US,44.82017001,-93.8009918
Minnesota,US,45.03864533,-92.88429635
Minnesota,US,43.67142874,-92.75234549
Minnesota,US,45.27476015,-93.24604565
Minnesota,US,45.55192576,-94.61078221
Minnesota,US,44.03554215,-94.06699781
Minnesota,US,45.17297924,-93.96234781
Minnesota,US,44.35291112,-94.24710352
Minnesota,US,44.6490231,-93.53340251
Minnesota,US,44.02240351,-93.22627088
Minnesota,US,46.89289518,-96.48761922
Minnesota,US,44.02238415,-92.86244324
Minnesota,US,44.72836381,-94.94553734
Minnesota,US,44.02211116,-93.58720034
Minnesota,US,45.69804958,-93.99514135
Minnesota,US,44.3543376,-93.29658715
Minnesota,US,45.5021011,-92.90861945
Minnesota,US,44.28424356,-92.23121312
Minnesota,US,43.67423373,-95.15398258
Minnesota,US,47.6048407,-92.46879855
Minnesota,US,46.95043611,-94.32603968
Arkansas,US,0.0,0.0
Arkansas,US,34.26767081,-91.92619839
Arkansas,US,34.77054088,-92.31355101
Arkansas,US,34.57692074,-93.14921604
Arkansas,US,35.53864922,-92.02640019
Arkansas,US,35.976844,-94.21800746
Arkansas,US,35.14719007,-92.33717519
Arkansas,US,34.64916145,-92.67583224
Arkansas,US,34.29017991,-92.42320562
Arkansas,US,33.46755808,-92.15980837
Arkansas,US,34.04613432,-93.17484713
Arkansas,US,35.83018283,-90.63235729
Arkansas,US,35.74242707,-91.57001641
Arkansas,US,35.57433534,-90.66268713
Arkansas,US,35.44871474,-93.03212219
Arkansas,US,35.9109364,-92.69936482
Arkansas,US,33.99780401,-94.2424869
Arkansas,US,35.58095779,-92.51295036
Arkansas,US,36.33644656,-94.25680817
Arkansas,US,36.3084504,-93.09374925
Arkansas,US,35.21247318,-90.30839406
Arkansas,US,36.11735460000001,-90.55832668
Arkansas,US,34.48254879,-94.22728802
Arkansas,US,35.19605503,-94.27162713
Arkansas,US,33.21230701,-93.22642793
Arkansas,US,35.26205537,-92.70506566
Arkansas,US,33.16887091,-92.59746952
Arkansas,US,35.18902527,-91.2439489
Oregon,US,45.55972701,-123.0955257
Oregon,US,44.90287942,-122.5815117
Oregon,US,45.54747959,-122.4169351
Oregon,US,44.48899494,-122.5373154
Oregon,US,45.18787398,-122.2179634
Oregon,US,43.91570171,-121.2289121
Oregon,US,45.23330449,-123.3086963
Oregon,US,44.49167306,-123.4316987
Oregon,US,43.93727035,-122.847753
Oregon,US,42.43201126,-122.7289309
Oregon,US,45.59073056,-118.7353826
Oregon,US,42.68762984,-121.64964609999998
Oregon,US,43.27941273,-123.167291
Oregon,US,44.90322804,-123.4128888
Oregon,US,44.49024544,-119.0068631
Oregon,US,45.30915495,-118.0068979
Oregon,US,42.3665549,-123.5561938
Alabama,US,33.55554728,-86.89506300000002
Alabama,US,33.26879845,-86.66232561
Alabama,US,32.60154883,-85.35132246
Alabama,US,34.76327133,-86.55069633
Alabama,US,33.28726072,-87.52556818
Alabama,US,32.59785413,-86.14415284
Alabama,US,32.2206831,-86.20969272
Alabama,US,33.71902176,-86.31029372
Alabama,US,30.72774991,-87.72207058
Alabama,US,32.91360079,-85.39072749
Alabama,US,30.78472347,-88.20842409
Alabama,US,34.90171875,-87.65624729
Alabama,US,34.13020303,-86.86888037
Alabama,US,34.81185586,-86.98310072
Alabama,US,33.77483727,-85.82630386
Alabama,US,33.37823223,-86.16886178
Alabama,US,33.80270512,-87.30027177
Alabama,US,34.78144169,-85.99750489
Alabama,US,33.77995024,-88.09668032
Alabama,US,31.4092794,-88.20689944
Alabama,US,34.13697363,-87.88704173
Arizona,US,33.34835867,-112.4918154
Arizona,US,32.0971334,-111.7890033
Arizona,US,32.90525627,-111.3449483
Arizona,US,35.83883429,-111.7707178
Arizona,US,35.3997715,-110.3218983
Arizona,US,34.59933926,-112.5538588
Arizona,US,35.39465006,-109.4892383
Arizona,US,32.93166885,-109.8882178
Arizona,US,31.52508998,-110.8479088
Arizona,US,32.76895712,-113.90666740000002
Arizona,US,31.87934684,-109.7516088
Kentucky,US,0.0,0.0
Kentucky,US,38.18664655,-85.65931031
Kentucky,US,38.0368225,-84.45576892
Kentucky,US,38.44188174,-84.32869741
Kentucky,US,38.03253032,-83.9145241
Kentucky,US,37.9689263,-84.14615986
Kentucky,US,38.2054607,-84.21827874
Kentucky,US,37.79344553,-87.57392021
Kentucky,US,36.99903045,-86.42672751
Kentucky,US,37.10466131,-84.57629079
Kentucky,US,37.80335779,-85.4657193
Kentucky,US,37.02080035,-88.07886257
Kentucky,US,38.93950319,-84.53241199
Kentucky,US,37.73028906,-87.09019479999998
Kentucky,US,38.00671029,-84.99171713
Kentucky,US,36.62093411,-88.2731593
Kentucky,US,36.89267803,-87.49055367
Kentucky,US,38.2379395,-84.87962551
Kentucky,US,37.6976111,-85.96319251
Kentucky,US,38.39791089,-85.448222
Missouri,US,38.63770039999999,-90.4458375
Missouri,US,38.99186229,-92.30723575
Missouri,US,37.2575872,-93.34230916
Missouri,US,38.63555736,-90.24349225
Missouri,US,39.01002188,-94.34724536
Missouri,US,38.64789422,-94.353399
Missouri,US,38.50455671,-92.27860244
Missouri,US,38.77875681,-90.66662425
Missouri,US,36.9711783,-93.18537118
Missouri,US,38.38482826,-93.79293734
Missouri,US,37.05588075,-89.56474493
Missouri,US,37.82462075,-92.20783203
Missouri,US,36.27167174,-90.09122243
Missouri,US,37.20351921,-94.34050458
Missouri,US,40.19058551,-92.60078167
Missouri,US,38.74719601,-93.80691168
Missouri,US,38.25271289,-94.34113157
Iowa,US,41.67169354,-91.58754744
Iowa,US,41.68679484,-93.57767461
Iowa,US,41.68560356,-94.04127625
Iowa,US,43.28383218,-91.37860922
Iowa,US,42.46815349,-90.88181925
Iowa,US,42.07923082,-91.59809485
Iowa,US,41.68330137,-95.81558439
Iowa,US,42.4704581,-92.30524729
Iowa,US,41.33577126,-91.71725711
Iowa,US,42.07991767,-92.53266945
Iowa,US,41.33640314,-95.53907776
Iowa,US,41.48370744,-91.1121697
Iowa,US,43.08177563,-93.2612239
Iowa,US,42.03617207,-94.86032705
Iowa,US,41.33075609,-94.47105874
Iowa,US,43.29094334,-91.84422722
Iowa,US,42.86271799,-91.8441231
Iowa,US,40.98767962,-91.54436349
Iowa,US,42.03621213,-93.46499005
Iowa,US,41.63935978,-90.61959493
Iowa,US,42.38979414,-96.0459439
Iowa,US,43.20405458,-94.20691791
Iowa,US,43.08221074,-96.1767568
Iowa,US,41.68625425,-92.53155731
Maine,US,43.8370751,-70.37226999
Maine,US,43.47808377,-70.71052375
Maine,US,0.0,0.0
Maine,US,44.05996956,-69.54227124
Maine,US,44.49952995,-70.75682123
Maine,US,44.40759555,-69.76738544
Maine,US,44.1664747,-70.20380627
Maine,US,43.95415864,-69.85074999
Maine,US,45.40194593,-68.65020455
Rhode Island,US,41.87064746,-71.57753536
Rhode Island,US,41.71018079,-71.28652315
Rhode Island,US,41.45961631,-71.61435303
Rhode Island,US,41.5642026,-71.26569799
Rhode Island,US,0.0,0.0
Rhode Island,US,41.67106337,-71.57641596
New Hampshire,US,42.98499744,-71.12883377
New Hampshire,US,43.93779815,-71.82057197
New Hampshire,US,42.91537785,-71.7200253
New Hampshire,US,43.87498583,-71.20430216
New Hampshire,US,43.29662971,-71.6811573
New Hampshire,US,43.291833,-71.02336013
New Hampshire,US,42.92015988,-72.25311043
New Hampshire,US,43.36094111,-72.22203125
Oklahoma,US,35.55140095,-97.40716948
Oklahoma,US,35.20413532,-97.32519562
Oklahoma,US,36.11939621,-95.94013939
Oklahoma,US,36.81799745,-97.14421435
Oklahoma,US,36.31743373,-96.7033176
Oklahoma,US,36.07695283,-96.97584944
Oklahoma,US,35.5426055,-97.98465569
Oklahoma,US,36.71380786,-95.90514104
Oklahoma,US,34.70418038,-97.30811132
Oklahoma,US,34.58781741,-99.41138784
Oklahoma,US,35.63853802,-99.00170785
Oklahoma,US,35.0167709,-97.88339847
Oklahoma,US,35.91899576,-97.44352845
Oklahoma,US,35.01123903,-97.44572302
Oklahoma,US,35.61318461,-95.37802952
Oklahoma,US,36.38953329,-97.22928674
Kansas,US,38.88548175,-94.82250877
Kansas,US,39.11727348,-94.76378225
Kansas,US,38.88503636,-95.2925121
Kansas,US,39.20183497,-95.03620809
Kansas,US,37.78134351,-96.83878537
Kansas,US,38.21267844,-94.84254089
Kansas,US,38.68827511,-96.65128437
Kansas,US,37.6842718,-97.4608198
Kansas,US,38.56443815,-95.28644341
Kansas,US,37.16928494,-94.8462897
Kansas,US,39.41673394,-95.79356799
Kansas,US,39.28935726,-96.73420026
Kansas,US,37.95230263,-98.08607292
Kansas,US,39.39331582,-98.20906732
Kansas,US,37.69200114,-99.88825298
New Mexico,US,35.05163625,-106.6703554
New Mexico,US,35.50708973,-105.9774716
New Mexico,US,35.68862401,-106.8687803
New Mexico,US,36.58006022,-105.6310198
New Mexico,US,34.00715494,-106.9298354
New Mexico,US,35.48014807,-104.8163562
New Mexico,US,35.58007720000001,-108.262245
New Mexico,US,32.79215361,-103.4123733
Hawaii,US,21.45803166,-157.97121819999995
Hawaii,US,20.86399628,-156.56890969999995
Hawaii,US,22.03935037,-159.5966786
Delaware,US,39.57992638,-75.64054974
Delaware,US,38.66143781,-75.39031349
Delaware,US,39.08646628,-75.56884914
Vermont,US,44.46322849,-73.08359212
Vermont,US,43.58010937,-72.58595157
Vermont,US,42.986982,-72.71268875
Vermont,US,43.03519828,-73.09048868
Vermont,US,44.00470222,-72.37640104
Vermont,US,44.03217337,-73.14130877
Vermont,US,43.57723578,-73.03741676
Vermont,US,44.27343241,-72.61604978
Vermont,US,44.85627605,-72.91249563
Nebraska,US,41.29518299,-96.15085305
Nebraska,US,41.11314181,-96.11156432
Nebraska,US,41.04658298,-100.7475374
Nebraska,US,42.63758421,-97.89178836
Nebraska,US,40.78416049,-96.68777155
Nebraska,US,40.85486962,-99.07500296
Nebraska,US,40.90899107,-96.13971217
Nebraska,US,40.52449420000001,-98.50117804
Nebraska,US,40.38514847,-95.85433992
Diamond Princess,US,0.0,0.0
Idaho,US,43.4085812,-113.9752658
Idaho,US,43.4526575,-116.24155159999998
Idaho,US,47.67282258,-116.7020872
Idaho,US,43.75303583,-111.2056773
Idaho,US,43.21672879999999,-112.3978437
Idaho,US,43.78141028,-111.65384740000002
Idaho,US,42.35440512,-114.6685381
Idaho,US,43.61970148,-116.7095499
Montana,US,45.54486106,-111.1692571
Montana,US,45.93955949,-108.2691486
Montana,US,47.03728583,-113.92135079999998
Montana,US,47.12610041,-112.394698
Montana,US,47.30797024,-111.3467922
Montana,US,45.90018933,-112.6620092
Montana,US,48.29575866,-114.0520569
Montana,US,0.0,0.0
Montana,US,46.33277565,-111.4955813
Montana,US,48.29607488,-105.0079268
Montana,US,45.30080065,-111.9173017
Montana,US,46.08520862,-114.11891640000002
Grand Princess,US,0.0,0.0
North Dakota,US,46.97847375,-100.4645214
North Dakota,US,46.71681782,-101.2822377
North Dakota,US,48.22390169,-101.5436763
North Dakota,US,46.93201724,-97.2444719
North Dakota,US,48.26886249,-98.72223879
North Dakota,US,48.24977025,-99.96407787
Wyoming,US,43.04183996,-108.6296893
Wyoming,US,41.30702520000001,-104.6887497
Wyoming,US,44.79048913,-106.8862389
Wyoming,US,43.93522482,-110.5890801
Wyoming,US,44.52157546,-109.5852825
Wyoming,US,44.24886082,-105.5474404
Wyoming,US,42.96180148,-106.797885
Wyoming,US,41.69357844,-106.9326084
South Dakota,US,44.41464384,-98.27858469
South Dakota,US,43.67441641,-96.7910885
South Dakota,US,44.0025835,-102.8240777
South Dakota,US,43.20660134,-98.58856175
South Dakota,US,43.67490933,-98.14458906
South Dakota,US,42.98914167,-97.88592746
South Dakota,US,43.6742571,-97.36863144
South Dakota,US,45.58994323,-98.35165355
Alaska,US,64.80726247,-146.5692662
Alaska,US,55.57445008,-130.975561
Alaska,US,61.14998174,-149.14269860000005
West Virginia,US,39.30776166,-77.86014147
West Virginia,US,38.33860077,-81.52857054
West Virginia,US,37.40481169,-81.11023142
West Virginia,US,39.11240885,-79.57053576
West Virginia,US,39.63218457,-80.04766838
West Virginia,US,39.86064362,-80.66591062
West Virginia,US,38.84263974,-81.68148753
West Virginia,US,38.50782345,-81.9082131
Wuhan Evacuee,US,0.0,0.0
Alabama,US,32.53952745,-86.64408227
Alabama,US,31.868263,-85.3871286
Alabama,US,32.99642064,-87.12511459999997
Alabama,US,33.98210918,-86.56790593
Alabama,US,32.10030533,-85.71265535
Alabama,US,31.75300095,-86.68057478
Alabama,US,34.17805983,-85.60638968
Alabama,US,32.85044126,-86.7173256
Alabama,US,32.02227341,-88.26564429999998
Alabama,US,31.68099859,-87.83548597
Alabama,US,33.26984193,-85.85836077
Alabama,US,33.67679204,-85.52005899
Alabama,US,31.39932826,-85.98901039
Alabama,US,34.69847452,-87.80168544
Alabama,US,31.43401703,-86.99320044
Alabama,US,32.93690146,-86.24847739
Alabama,US,31.2477854,-86.45050893
Alabama,US,31.72941803,-86.31593104
Alabama,US,31.43037123,-85.61095742
Alabama,US,32.32688101,-87.10866709999998
Alabama,US,34.45946862,-85.80782906
Alabama,US,31.1256789,-87.15918694
Alabama,US,34.04567266,-86.04051873
Alabama,US,33.72076938,-87.73886638
Alabama,US,34.44235334,-87.84289505
Alabama,US,31.09389027,-85.83572839
Alabama,US,32.85504247,-87.95684022
Alabama,US,32.76039258,-87.63284988
Alabama,US,31.51148016,-85.24267944
Alabama,US,31.15197924,-85.29939599
Alabama,US,34.52041498,-87.31069453
Alabama,US,32.1597283,-86.65158371
Alabama,US,32.38759944,-85.69267724
Alabama,US,32.24767634,-87.78796182
Alabama,US,34.36975964,-86.30486727
Alabama,US,31.56729412,-87.36995001
Alabama,US,34.45500589,-86.85475946
Alabama,US,32.64048341,-87.29770589
Alabama,US,33.28094866,-88.08818103
Alabama,US,31.80396383,-85.9408295
Alabama,US,33.29526734,-85.45708831
Alabama,US,32.28725256,-85.18415324
Alabama,US,32.59117397,-88.19916205
Alabama,US,32.86698258,-85.79833053
Alabama,US,31.98773215,-87.30891118
Alabama,US,34.15030532,-87.37325922
Alaska,US,55.32222414,-161.9722021
Alaska,US,52.72541116,-110.4086433
Alaska,US,60.90980451,-159.8561831
Alaska,US,58.74513976,-156.701064
Alaska,US,63.67264044,-150.0076108
Alaska,US,59.79603738,-158.23819419999995
Alaska,US,59.09893571,-135.4679843
Alaska,US,58.29307365,-135.64244240000002
Alaska,US,58.45031811,-134.200436
Alaska,US,60.24429722,-151.53888840000005
Alaska,US,57.65529415,-153.7493579
Alaska,US,62.15429159999999,-163.39678830000003
Alaska,US,58.62403337,-156.21405890000003
Alaska,US,62.31305045,-149.5741743
Alaska,US,64.90320724,-164.0353804
Alaska,US,69.31479216,-153.4836093
Alaska,US,67.04919196,-159.7503946
Alaska,US,57.13978948,-132.9540995
Alaska,US,55.76261984,-133.0511621
Alaska,US,57.24124555,-135.3206587
Alaska,US,59.56149996,-135.3337748
Alaska,US,63.87692095,-143.2127643
Alaska,US,61.47502768,-144.7126799
Alaska,US,56.3202004,-132.05837309999998
Alaska,US,59.8909808,-140.36014509999998
Alaska,US,65.50815459,-151.3907387
Arizona,US,33.80190085,-110.8132779
Arizona,US,33.21498827,-109.2405279
Arizona,US,33.72854224,-113.9810029
Arizona,US,35.70471703,-113.7577902
Arkansas,US,34.29145151,-91.37277296
Arkansas,US,33.19153461,-91.7698471
Arkansas,US,36.28784385,-92.33782872
Arkansas,US,33.55598792,-92.49974403
Arkansas,US,36.34038560000001,-93.54270261
Arkansas,US,33.26458973,-91.29539209
Arkansas,US,36.36826212,-90.4148172
Arkansas,US,33.89723187,-92.18537045
Arkansas,US,35.58928601,-94.2446814
Arkansas,US,35.29631396,-90.77185818
Arkansas,US,33.97042763,-92.65167437
Arkansas,US,33.83011025,-91.25500948
Arkansas,US,33.59035001,-91.71777921
Arkansas,US,35.51202821,-93.89299569
Arkansas,US,36.38177105,-91.81729127
Arkansas,US,33.73325583,-93.66935133
Arkansas,US,34.31709259,-92.95396325
Arkansas,US,34.09007427,-93.9934871
Arkansas,US,36.09604046,-91.90847954
Arkansas,US,35.59802983,-91.21494602
Arkansas,US,35.56759135,-93.46036368
Arkansas,US,33.24116713,-93.60677071
Arkansas,US,36.04188196,-91.10867198
Arkansas,US,34.78498904,-90.78383866
Arkansas,US,33.95317155,-91.74002806
Arkansas,US,33.70375665,-94.23468591
Arkansas,US,35.21413234,-93.71951016
Arkansas,US,34.75392199,-91.88742357
Arkansas,US,36.01038185,-93.72524943
Arkansas,US,36.26844485,-92.68451899
Arkansas,US,33.31403423,-93.89285258
Arkansas,US,35.76271485,-90.05194370000002
Arkansas,US,34.6815935,-91.20540287
Arkansas,US,34.53704874,-93.65824478
Arkansas,US,33.66340119,-93.30632432
Arkansas,US,35.91947491,-93.21612969
Arkansas,US,33.58839816,-92.87795984
Arkansas,US,34.9459153,-92.94372564
Arkansas,US,34.43268455,-90.84800154
Arkansas,US,34.16250414,-93.65789349
Arkansas,US,34.83624419,-91.55162157
Arkansas,US,36.3415714,-91.02455531
Arkansas,US,34.85588887,-94.0632176
Arkansas,US,36.16258158,-91.47819342
Arkansas,US,35.02201976,-90.74828138
Arkansas,US,35.86251946,-92.15684085
Arkansas,US,35.25688493,-91.74908296
Arkansas,US,35.00292371,-93.41171338
California,US,38.59678594,-119.8223594
California,US,39.17881957,-122.2331726
California,US,41.74228275,-123.8974063
California,US,38.77965956,-120.5233166
California,US,39.59875897,-122.3938452
California,US,36.51112084,-117.41119779999998
California,US,36.07409056,-119.8159973
California,US,39.10124298,-122.7536244
California,US,40.67311306,-120.59350990000002
California,US,37.57978556,-119.9073334
California,US,37.18922369,-120.7209035
California,US,41.58965602,-120.7244817
California,US,40.00355989,-120.8395236
California,US,39.57713498,-120.52007009999998
California,US,39.03417539,-121.6945899
California,US,40.12570935,-122.2370171
California,US,40.64917670000001,-123.114713
California,US,38.02644018,-119.9525093
Colorado,US,37.57250606,-105.7885451
Colorado,US,37.19474156,-107.0476867
Colorado,US,37.31940883,-102.5603223
Colorado,US,37.95474293,-103.0720195
Colorado,US,38.82777431,-102.6032558
Colorado,US,37.201606,-106.19174879999998
Colorado,US,37.27732493,-105.4276548
Colorado,US,38.10883162,-105.3683478
Colorado,US,38.86246243,-107.8631342
Colorado,US,37.75208676,-108.5211585
Colorado,US,38.47362326,-105.4399667
Colorado,US,39.85646523,-105.5252597
Colorado,US,37.68473101,-104.9612585
Colorado,US,40.66593870000001,-106.3408905
Colorado,US,38.43260896,-102.7392145
Colorado,US,39.30497777,-102.6022199
Colorado,US,37.28632032,-107.8429014
Colorado,US,39.20278823,-106.3555697
Colorado,US,37.3153406,-104.0376458
Colorado,US,38.98749519,-103.5136649
Colorado,US,40.7249637,-103.110817
Colorado,US,37.66954283,-106.9281698
Colorado,US,40.61810999,-108.2070876
Colorado,US,37.33859579,-108.5958857
Colorado,US,37.9014485,-103.7173385
Colorado,US,38.14717457,-107.7675136
Colorado,US,40.59414277,-102.3577703
Colorado,US,37.95544985,-102.3926052
Colorado,US,39.97913541,-108.2179009
Colorado,US,37.5836865,-106.3847838
Colorado,US,38.08054629,-106.282466
Colorado,US,37.76248981,-107.67632890000002
Colorado,US,40.87595412,-102.3519227
Colorado,US,38.88133511,-105.1614893
Colorado,US,39.97015535,-103.202587
District of Columbia,US,38.90417773,-77.01655992
Florida,US,30.40666734,-85.19394153
Florida,US,27.18677893,-81.80941373
Florida,US,29.60631086,-83.15724673
Florida,US,29.83791238,-84.82731662
Florida,US,29.72856978,-82.79880657
Florida,US,26.95635849,-81.18996211
Florida,US,29.93543004,-85.24270990000002
Florida,US,30.49673973,-82.94998918
Florida,US,27.49293939,-81.80956574
Florida,US,26.55386945,-81.16469006
Florida,US,30.86747479,-85.81319222
Florida,US,30.43669112,-83.89442308
Florida,US,29.98484137,-83.18166636
Florida,US,29.31829741,-82.74007147
Florida,US,30.23766008,-84.8829258
Florida,US,30.44396917,-83.47398594
Florida,US,27.386336199999995,-80.88944347
Florida,US,30.19746066,-82.99099670000003
Florida,US,30.04848048,-83.60445406
Florida,US,30.04412971,-82.37497443
Florida,US,30.16548905,-84.39895211
Florida,US,30.61359259,-85.66002461
Georgia,US,31.74847232,-82.28909114
Georgia,US,31.29633502,-82.87545866
Georgia,US,31.55456473,-82.45936528
Georgia,US,31.32669878,-84.44218806
Georgia,US,34.35607081,-83.49644388
Georgia,US,31.76095874,-83.22145359
Georgia,US,31.27590016,-83.22529920000002
Georgia,US,32.43829035,-83.33035166
Georgia,US,31.19576557,-81.97743999
Georgia,US,30.83922642,-83.58303423
Georgia,US,32.00979311,-81.44002948
Georgia,US,32.39577406,-81.74811421
Georgia,US,33.05917989,-81.99928721
Georgia,US,31.53169785,-84.62725131
Georgia,US,30.92951916,-81.66601818
Georgia,US,32.40209349,-82.07702563
Georgia,US,34.89872298,-85.13757014
Georgia,US,32.34341231,-84.78809239
Georgia,US,31.62221166,-84.97713865
Georgia,US,31.54892966,-82.85492059999999
Georgia,US,31.18810588,-83.7677946
Georgia,US,31.16068491,-83.42947229
Georgia,US,32.71391813,-83.98061238
Georgia,US,31.92289565,-83.76811843
Georgia,US,34.854916700000004,-85.50490424
Georgia,US,30.87967778,-84.57619536
Georgia,US,32.17265114,-83.16948926
Georgia,US,32.15630737,-83.79746561
Georgia,US,30.71101099,-82.89687287
Georgia,US,34.11302332,-82.83936148
Georgia,US,32.59221302,-82.30239915
Georgia,US,32.15328841,-81.8870105
Georgia,US,34.86430205,-84.316964
Georgia,US,34.37525597,-83.23159927
Georgia,US,34.69316688,-84.45802506
Georgia,US,33.22879932,-82.61297636
Georgia,US,30.87454847,-84.23418364
Georgia,US,33.5769205,-83.17139104
Georgia,US,34.63331566,-83.53094677
Georgia,US,33.2721566,-82.99766919
Georgia,US,33.79602175,-85.21005667
Georgia,US,32.73709786,-84.90538572
Georgia,US,34.34626973,-82.96567682
Georgia,US,31.60213036,-83.27501387
Georgia,US,34.13794553,-83.56814788
Georgia,US,33.31535543,-83.68844964
Georgia,US,31.80405727,-82.63724870000001
Georgia,US,33.05867328,-82.41609057
Georgia,US,32.79248718,-81.96040187
Georgia,US,32.70211082,-82.66166794
Georgia,US,33.02512137,-83.56019163
Georgia,US,31.038285700000007,-83.06472457
Georgia,US,31.82588896,-81.49251135
Georgia,US,31.75218791,-81.74952375
Georgia,US,32.35207048,-84.04234127
Georgia,US,34.12920917,-83.21218732
Georgia,US,32.3483402,-84.52733571
Georgia,US,33.47851918,-82.48252774
Georgia,US,31.49683595,-81.40163426
Georgia,US,33.04163534,-84.68859732
Georgia,US,31.22483255,-84.19381821
Georgia,US,32.17201038,-82.53527476
Georgia,US,33.59232073,-83.49129491
Georgia,US,34.78897608,-84.74993177
Georgia,US,33.878629600000004,-83.08278123
Georgia,US,31.35928155,-82.21598442
Georgia,US,33.09310242,-84.38790389
Georgia,US,32.23334561,-83.47549959999998
Georgia,US,33.32056115,-83.37552891
Georgia,US,31.86728114,-85.01773177
Georgia,US,34.88389445,-83.40304637
Georgia,US,32.2654021,-84.31258912
Georgia,US,32.74976524,-81.60779441
Georgia,US,30.93464824,-84.86823924
Georgia,US,34.55151201,-83.29405315
Georgia,US,32.07996777,-84.83208037
Georgia,US,32.69642758,-84.53351366
Georgia,US,33.56543317,-82.88136816
Georgia,US,32.04785085,-82.05539188
Georgia,US,32.55792548,-84.25077141
Georgia,US,31.92829517,-82.93491155
Georgia,US,30.86392347,-83.91847289
Georgia,US,32.12059861,-82.32957247
Georgia,US,34.91369188,-83.74107459999998
Georgia,US,32.40422134,-82.56904553
Georgia,US,34.82995757,-83.98967069
Georgia,US,32.87920671,-84.30024826
Georgia,US,34.73376362,-85.30165174
Georgia,US,33.78017694,-83.73552314
Georgia,US,31.05449097,-82.42224148
Georgia,US,33.41146451,-82.67795848
Georgia,US,32.96711864,-82.79357039
Georgia,US,31.5521809,-81.91894878
Georgia,US,32.04066113,-84.54742852
Georgia,US,32.12009104,-82.72574721
Georgia,US,34.64624278,-83.74905525
Georgia,US,31.97496928,-83.43438555
Georgia,US,33.78290391,-82.74286107
Georgia,US,32.80291082,-83.17140684
Hawaii,US,19.60121157,-155.5210167
Hawaii,US,21.17882515,-156.9583592
Idaho,US,44.89333571,-116.4545247
Idaho,US,42.67002716,-112.2233311
Idaho,US,42.28269683,-111.32892379999998
Idaho,US,47.21754179,-116.6586851
Idaho,US,43.98829931,-115.7309284
Idaho,US,48.29996017,-116.6017932
Idaho,US,43.38713372,-111.6161537
Idaho,US,48.76684761,-116.4630179
Idaho,US,43.72592209,-113.1735463
Idaho,US,43.46665742,-114.8065892
Idaho,US,42.77149116,-111.5597683
Idaho,US,42.28347888,-113.6012409
Idaho,US,44.28496071,-112.3505704
Idaho,US,46.67459924,-115.6622393
Idaho,US,44.24186819,-114.2855494
Idaho,US,43.3507101,-115.4701578
Idaho,US,42.18332217,-111.8149666
